"","unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"407","cochamó","no pertenece a ningún pueblo indígena","no","hombre",105,"2009",10103
"408","cochamó","no pertenece a ningún pueblo indígena","sí","mujer",1350,"2009",10103
"409","cochamó","no pertenece a ningún pueblo indígena","sí","hombre",1335,"2009",10103
"410","cochamó","no pertenece a ningún pueblo indígena","no","mujer",60,"2009",10103
"411","cochamó","mapuche","sí","hombre",120,"2009",10103
"412","cochrane","no pertenece a ningún pueblo indígena","sí","hombre",722,"2009",11301
"413","cochrane","no pertenece a ningún pueblo indígena","no","mujer",63,"2009",11301
"414","cochrane","mapuche","sí","hombre",155,"2009",11301
"415","cochrane","mapuche","no","hombre",15,"2009",11301
"416","cochrane","no pertenece a ningún pueblo indígena","sí","mujer",785,"2009",11301
"417","cochrane","yagán","sí","hombre",24,"2009",11301
"418","cochrane","no pertenece a ningún pueblo indígena","no","hombre",41,"2009",11301
"419","cochrane","mapuche","sí","mujer",85,"2009",11301
"420","cochrane","yagán","sí","mujer",8,"2009",11301
"421","codegua","mapuche","no","mujer",16,"2009",6102
"422","codegua","no pertenece a ningún pueblo indígena","sí","hombre",4557,"2009",6102
"423","codegua","no pertenece a ningún pueblo indígena","no","hombre",295,"2009",6102
"424","codegua","mapuche","sí","hombre",144,"2009",6102
"425","codegua","no pertenece a ningún pueblo indígena","no","mujer",184,"2009",6102
"426","codegua","no pertenece a ningún pueblo indígena","sí","mujer",4866,"2009",6102
"427","coelemu","no pertenece a ningún pueblo indígena","no","mujer",591,"2009",16203
"428","coelemu","no pertenece a ningún pueblo indígena","sí","mujer",5523,"2009",16203
"429","coelemu","aymara","sí","hombre",29,"2009",16203
"430","coelemu","aymara","sí","mujer",29,"2009",16203
"431","coelemu","mapuche","sí","hombre",51,"2009",16203
"432","coelemu","no pertenece a ningún pueblo indígena","no","hombre",400,"2009",16203
"433","coelemu","no pertenece a ningún pueblo indígena","sí","hombre",4780,"2009",16203
"434","coelemu","mapuche","sí","mujer",95,"2009",16203
"435","coihueco","mapuche","sí","hombre",230,"2009",16302
"436","coihueco","quechua","sí","hombre",116,"2009",16302
"437","coihueco","no pertenece a ningún pueblo indígena","no","mujer",942,"2009",16302
"438","coihueco","no pertenece a ningún pueblo indígena","sí","hombre",7225,"2009",16302
"439","coihueco","mapuche","sí","mujer",188,"2009",16302
"440","coihueco","no pertenece a ningún pueblo indígena","sí","mujer",8833,"2009",16302
"441","coihueco","quechua","sí","mujer",58,"2009",16302
"442","coihueco","mapuche","no","mujer",20,"2009",16302
"443","coihueco","no pertenece a ningún pueblo indígena","no","hombre",1043,"2009",16302
"444","coihueco","mapuche","no","hombre",39,"2009",16302
"445","coinco","no pertenece a ningún pueblo indígena","no","mujer",96,"2009",6103
"446","coinco","mapuche","sí","mujer",55,"2009",6103
"447","coinco","no pertenece a ningún pueblo indígena","sí","mujer",2891,"2009",6103
"448","coinco","no pertenece a ningún pueblo indígena","sí","hombre",2739,"2009",6103
"449","coinco","no pertenece a ningún pueblo indígena","no","hombre",118,"2009",6103
"450","colbún","no pertenece a ningún pueblo indígena","sí","hombre",6221,"2009",7402
"451","colbún","no pertenece a ningún pueblo indígena","no","hombre",693,"2009",7402
"452","colbún","mapuche","no","mujer",22,"2009",7402
"453","colbún","mapuche","sí","mujer",48,"2009",7402
"454","colbún","no pertenece a ningún pueblo indígena","sí","mujer",6528,"2009",7402
"455","colbún","mapuche","no","hombre",16,"2009",7402
"456","colbún","no pertenece a ningún pueblo indígena","no","mujer",536,"2009",7402
"457","colbún","mapuche","sí","hombre",140,"2009",7402
"458","colchane","aymara","no","mujer",120,"2009",1403
"459","colchane","aymara","no","hombre",30,"2009",1403
"460","colchane","aymara","sí","hombre",520,"2009",1403
"461","colchane","no pertenece a ningún pueblo indígena","sí","hombre",30,"2009",1403
"462","colchane","aymara","sí","mujer",410,"2009",1403
"463","colina","mapuche","sí","hombre",1062,"2009",13301
"464","colina","mapuche","sí","mujer",862,"2009",13301
"465","colina","aymara","sí","mujer",702,"2009",13301
"466","colina","aymara","sí","hombre",702,"2009",13301
"467","colina","no pertenece a ningún pueblo indígena","sí","hombre",34965,"2009",13301
"468","colina","no pertenece a ningún pueblo indígena","no","mujer",1529,"2009",13301
"469","colina","aymara","no","hombre",97,"2009",13301
"470","colina","no pertenece a ningún pueblo indígena","no","hombre",294,"2009",13301
"471","colina","no pertenece a ningún pueblo indígena","sí","mujer",36571,"2009",13301
"472","collipulli","mapuche","no","hombre",217,"2009",9202
"473","collipulli","no pertenece a ningún pueblo indígena","sí","mujer",5174,"2009",9202
"474","collipulli","mapuche","no","mujer",250,"2009",9202
"475","collipulli","mapuche","sí","mujer",963,"2009",9202
"476","collipulli","no pertenece a ningún pueblo indígena","no","hombre",618,"2009",9202
"477","collipulli","no pertenece a ningún pueblo indígena","sí","hombre",5175,"2009",9202
"478","collipulli","mapuche","sí","hombre",1669,"2009",9202
"479","collipulli","no pertenece a ningún pueblo indígena","no","mujer",959,"2009",9202
"480","coltauco","no pertenece a ningún pueblo indígena","sí","mujer",6764,"2009",6104
"481","coltauco","diaguita","sí","hombre",7,"2009",6104
"482","coltauco","mapuche","sí","hombre",87,"2009",6104
"483","coltauco","no pertenece a ningún pueblo indígena","no","mujer",245,"2009",6104
"484","coltauco","no pertenece a ningún pueblo indígena","no","hombre",338,"2009",6104
"485","coltauco","no pertenece a ningún pueblo indígena","sí","hombre",5777,"2009",6104
"486","coltauco","mapuche","sí","mujer",24,"2009",6104
"487","combarbalá","mapuche","sí","mujer",57,"2009",4302
"488","combarbalá","atacameño","sí","hombre",42,"2009",4302
"489","combarbalá","mapuche","no","mujer",32,"2009",4302
"490","combarbalá","mapuche","sí","hombre",40,"2009",4302
"491","combarbalá","no pertenece a ningún pueblo indígena","no","mujer",441,"2009",4302
"492","combarbalá","no pertenece a ningún pueblo indígena","sí","hombre",4298,"2009",4302
"493","combarbalá","no pertenece a ningún pueblo indígena","no","hombre",215,"2009",4302
"494","combarbalá","diaguita","sí","hombre",21,"2009",4302
"495","combarbalá","no pertenece a ningún pueblo indígena","sí","mujer",4741,"2009",4302
"496","concepción","no pertenece a ningún pueblo indígena","no","hombre",2674,"2009",8101
"497","concepción","aymara","sí","hombre",285,"2009",8101
"498","concepción","no pertenece a ningún pueblo indígena","no","mujer",2492,"2009",8101
"499","concepción","mapuche","no","mujer",155,"2009",8101
"500","concepción","quechua","sí","mujer",128,"2009",8101
"501","concepción","mapuche","sí","hombre",2579,"2009",8101
"502","concepción","mapuche","sí","mujer",2845,"2009",8101
"503","concepción","no pertenece a ningún pueblo indígena","sí","hombre",76139,"2009",8101
"504","concepción","no pertenece a ningún pueblo indígena","sí","mujer",83015,"2009",8101
"505","conchalí","no pertenece a ningún pueblo indígena","sí","mujer",44077,"2009",13104
"506","conchalí","mapuche","sí","hombre",629,"2009",13104
"507","conchalí","diaguita","sí","mujer",84,"2009",13104
"508","conchalí","no pertenece a ningún pueblo indígena","sí","hombre",38417,"2009",13104
"509","conchalí","coya","sí","mujer",98,"2009",13104
"510","conchalí","mapuche","sí","mujer",1559,"2009",13104
"511","conchalí","no pertenece a ningún pueblo indígena","no","mujer",1038,"2009",13104
"512","conchalí","aymara","sí","mujer",86,"2009",13104
"513","conchalí","no pertenece a ningún pueblo indígena","no","hombre",340,"2009",13104
"514","conchalí","diaguita","sí","hombre",84,"2009",13104
"515","concón","rapa nui ","no","mujer",150,"2009",5103
"516","concón","no pertenece a ningún pueblo indígena","sí","hombre",18690,"2009",5103
"517","concón","rapa nui ","sí","hombre",150,"2009",5103
"518","concón","no pertenece a ningún pueblo indígena","sí","mujer",22041,"2009",5103
"519","concón","mapuche","sí","hombre",59,"2009",5103
"520","concón","no pertenece a ningún pueblo indígena","no","hombre",393,"2009",5103
"521","concón","no pertenece a ningún pueblo indígena","no","mujer",196,"2009",5103
"522","concón","rapa nui ","sí","mujer",150,"2009",5103
"523","constitución","no pertenece a ningún pueblo indígena","no","hombre",1055,"2009",7102
"524","constitución","no pertenece a ningún pueblo indígena","sí","hombre",18218,"2009",7102
"525","constitución","mapuche","sí","hombre",353,"2009",7102
"526","constitución","mapuche","sí","mujer",313,"2009",7102
"527","constitución","no pertenece a ningún pueblo indígena","no","mujer",1353,"2009",7102
"528","constitución","no pertenece a ningún pueblo indígena","sí","mujer",18220,"2009",7102
"529","contulmo","aymara","sí","hombre",7,"2009",8204
"530","contulmo","no pertenece a ningún pueblo indígena","sí","hombre",1260,"2009",8204
"531","contulmo","mapuche","sí","hombre",392,"2009",8204
"532","contulmo","no pertenece a ningún pueblo indígena","no","mujer",127,"2009",8204
"533","contulmo","no pertenece a ningún pueblo indígena","sí","mujer",1389,"2009",8204
"534","contulmo","mapuche","sí","mujer",385,"2009",8204
"535","contulmo","mapuche","no","mujer",71,"2009",8204
"536","contulmo","no pertenece a ningún pueblo indígena","no","hombre",168,"2009",8204
"537","contulmo","mapuche","no","hombre",46,"2009",8204
"538","copiapó","no pertenece a ningún pueblo indígena","no","hombre",749,"2009",3101
"539","copiapó","atacameño","sí","hombre",510,"2009",3101
"540","copiapó","diaguita","sí","hombre",658,"2009",3101
"541","copiapó","aymara","sí","mujer",835,"2009",3101
"542","copiapó","mapuche","sí","mujer",189,"2009",3101
"543","copiapó","no pertenece a ningún pueblo indígena","sí","mujer",50464,"2009",3101
"544","copiapó","no pertenece a ningún pueblo indígena","sí","hombre",52017,"2009",3101
"545","copiapó","mapuche","sí","hombre",150,"2009",3101
"546","copiapó","coya","sí","hombre",365,"2009",3101
"547","copiapó","diaguita","no","hombre",29,"2009",3101
"548","copiapó","no pertenece a ningún pueblo indígena","no","mujer",627,"2009",3101
"549","copiapó","aymara","sí","hombre",486,"2009",3101
"550","copiapó","atacameño","sí","mujer",356,"2009",3101
"551","copiapó","coya","sí","mujer",1100,"2009",3101
"552","copiapó","diaguita","sí","mujer",796,"2009",3101
"553","copiapó","atacameño","no","hombre",166,"2009",3101
"554","coquimbo","no pertenece a ningún pueblo indígena","no","hombre",926,"2009",4102
"555","coquimbo","no pertenece a ningún pueblo indígena","sí","hombre",78048,"2009",4102
"556","coquimbo","mapuche","sí","hombre",700,"2009",4102
"557","coquimbo","quechua","sí","mujer",131,"2009",4102
"558","coquimbo","no pertenece a ningún pueblo indígena","sí","mujer",81126,"2009",4102
"559","coquimbo","no pertenece a ningún pueblo indígena","no","mujer",2776,"2009",4102
"560","coquimbo","mapuche","sí","mujer",711,"2009",4102
"561","coronel","no pertenece a ningún pueblo indígena","no","mujer",1893,"2009",8102
"562","coronel","no pertenece a ningún pueblo indígena","sí","hombre",36827,"2009",8102
"563","coronel","mapuche","sí","mujer",1821,"2009",8102
"564","coronel","mapuche","sí","hombre",816,"2009",8102
"565","coronel","no pertenece a ningún pueblo indígena","no","hombre",472,"2009",8102
"566","coronel","no pertenece a ningún pueblo indígena","sí","mujer",42184,"2009",8102
"567","corral","no pertenece a ningún pueblo indígena","no","hombre",98,"2009",14102
"568","corral","aymara","no","mujer",6,"2009",14102
"569","corral","no pertenece a ningún pueblo indígena","sí","mujer",1472,"2009",14102
"570","corral","mapuche","no","hombre",22,"2009",14102
"571","corral","mapuche","sí","mujer",416,"2009",14102
"572","corral","mapuche","no","mujer",42,"2009",14102
"573","corral","no pertenece a ningún pueblo indígena","sí","hombre",1487,"2009",14102
"574","corral","no pertenece a ningún pueblo indígena","no","mujer",77,"2009",14102
"575","corral","mapuche","sí","hombre",283,"2009",14102
"576","coyhaique","mapuche","no","hombre",64,"2009",11101
"577","coyhaique","no pertenece a ningún pueblo indígena","sí","mujer",16451,"2009",11101
"578","coyhaique","no pertenece a ningún pueblo indígena","no","hombre",426,"2009",11101
"579","coyhaique","quechua","sí","mujer",18,"2009",11101
"580","coyhaique","no pertenece a ningún pueblo indígena","no","mujer",555,"2009",11101
"581","coyhaique","mapuche","no","mujer",354,"2009",11101
"582","coyhaique","yagán","sí","mujer",70,"2009",11101
"583","coyhaique","mapuche","sí","mujer",3938,"2009",11101
"584","coyhaique","mapuche","sí","hombre",3934,"2009",11101
"585","coyhaique","no pertenece a ningún pueblo indígena","sí","hombre",15580,"2009",11101
"586","cunco","aymara","sí","mujer",108,"2009",9103
"587","cunco","no pertenece a ningún pueblo indígena","no","hombre",639,"2009",9103
"588","cunco","mapuche","sí","hombre",1517,"2009",9103
"589","cunco","no pertenece a ningún pueblo indígena","sí","hombre",4949,"2009",9103
"590","cunco","mapuche","no","mujer",58,"2009",9103
"591","cunco","aymara","sí","hombre",29,"2009",9103
"592","cunco","no pertenece a ningún pueblo indígena","sí","mujer",5334,"2009",9103
"593","cunco","mapuche","sí","mujer",1670,"2009",9103
"594","cunco","no pertenece a ningún pueblo indígena","no","mujer",546,"2009",9103
"595","cunco","mapuche","no","hombre",32,"2009",9103
"596","cunco","rapa nui ","sí","hombre",36,"2009",9103
"597","curacautín","mapuche","no","mujer",111,"2009",9203
"598","curacautín","no pertenece a ningún pueblo indígena","sí","hombre",4432,"2009",9203
"599","curacautín","no pertenece a ningún pueblo indígena","no","mujer",274,"2009",9203
"600","curacautín","no pertenece a ningún pueblo indígena","sí","mujer",4990,"2009",9203
"601","curacautín","mapuche","no","hombre",47,"2009",9203
"602","curacautín","mapuche","sí","hombre",949,"2009",9203
"603","curacautín","mapuche","sí","mujer",783,"2009",9203
"604","curacautín","no pertenece a ningún pueblo indígena","no","hombre",365,"2009",9203
"605","curacaví","no pertenece a ningún pueblo indígena","sí","mujer",10845,"2009",13503
"606","curacaví","no pertenece a ningún pueblo indígena","no","hombre",828,"2009",13503
"607","curacaví","no pertenece a ningún pueblo indígena","no","mujer",483,"2009",13503
"608","curacaví","no pertenece a ningún pueblo indígena","sí","hombre",9902,"2009",13503
"609","curacaví","mapuche","sí","hombre",122,"2009",13503
"610","curacaví","mapuche","sí","mujer",278,"2009",13503
"611","curacaví","aymara","sí","mujer",25,"2009",13503
"612","curacaví","rapa nui ","sí","hombre",18,"2009",13503
"613","curaco de vélez","no pertenece a ningún pueblo indígena","no","mujer",109,"2009",10204
"614","curaco de vélez","no pertenece a ningún pueblo indígena","sí","hombre",995,"2009",10204
"615","curaco de vélez","no pertenece a ningún pueblo indígena","no","hombre",53,"2009",10204
"616","curaco de vélez","mapuche","sí","mujer",293,"2009",10204
"617","curaco de vélez","mapuche","no","mujer",14,"2009",10204
"618","curaco de vélez","no pertenece a ningún pueblo indígena","sí","mujer",1153,"2009",10204
