"","Group.1","Group.2","Group.3","Group.4","mean.dataset2006_final$ytotaj"
"529","santiago ","no","mapuche ","hombre",44186
"530","el bosque ","no","mapuche ","hombre",30300
"531","estación central ","no","mapuche ","hombre",54066
"532","huechuraba ","no","mapuche ","hombre",51503
"533","la pintana ","no","mapuche ","hombre",NA
"534","pudahuel ","no","mapuche ","hombre",245908
"535","curacaví ","no","mapuche ","hombre",446623
"536","padre hurtado ","no","mapuche ","hombre",44186
"537","mariquina ","no sabe /sin dato","mapuche ","hombre",56586
"538","iquique ","sí","atacameño","hombre",981677
"539","pica ","sí","atacameño","hombre",253406
"540","arica ","sí","atacameño","hombre",184050
"541","antofagasta ","sí","atacameño","hombre",115206
"542","mejillones ","sí","atacameño","hombre",499686
"543","sierra gorda ","sí","atacameño","hombre",342075
"544","taltal ","sí","atacameño","hombre",194306
"545","calama ","sí","atacameño","hombre",377651.573529412
"546","san pedro de atacama ","sí","atacameño","hombre",299004.471428571
"547","tierra amarilla ","sí","atacameño","hombre",77813
"548","vallenar ","sí","atacameño","hombre",104123
"549","alto del carmen ","sí","atacameño","hombre",511290
"550","huasco ","sí","atacameño","hombre",440455
"551","la serena ","sí","atacameño","hombre",515271
"552","canela ","sí","atacameño","hombre",NA
"553","salamanca ","sí","atacameño","hombre",NA
"554","la ligua ","sí","atacameño","hombre",136350
"555","cabildo ","sí","atacameño","hombre",1686077
"556","la cruz ","sí","atacameño","hombre",488694
"557","algarrobo ","sí","atacameño","hombre",197800
"558","panquehue ","sí","atacameño","hombre",86676
"559","doñihue ","sí","atacameño","hombre",93425
"560","constitución ","sí","atacameño","hombre",395200
"561","licantén ","sí","atacameño","hombre",51340
"562","mulchén ","sí","atacameño","hombre",101000
"563","temuco ","sí","atacameño","hombre",756138
"564","calbuco ","sí","atacameño","hombre",290828
"565","llanquihue ","sí","atacameño","hombre",449935
"566","chonchi ","sí","atacameño","hombre",212100
"567","san pablo ","sí","atacameño","hombre",400900
"568","la unión ","sí","atacameño","hombre",121200
"569","cerro navia ","sí","atacameño","hombre",355680
"570","el bosque ","sí","atacameño","hombre",134330
"571","maipú ","sí","atacameño","hombre",474329
"572","providencia ","sí","atacameño","hombre",1777095
"573","san ramón ","sí","atacameño","hombre",654451
"574","calama ","no","atacameño","hombre",122535.714285714
"575","san pedro de atacama ","no","atacameño","hombre",276469.333333333
"576","sierra gorda ","sí","coya","hombre",NA
"577","copiapó ","sí","coya","hombre",253912
"578","caldera ","sí","coya","hombre",282800
"579","tierra amarilla ","sí","coya","hombre",391083.5
"580","chañaral ","sí","coya","hombre",347000
"581","diego de almagro ","sí","coya","hombre",165350
"582","catemu ","sí","coya","hombre",193163
"583","la ligua ","no","coya","hombre",103592
"584","tierra amarilla ","sí","kawaskar","hombre",179780
"585","putaendo ","sí","kawaskar","hombre",395200
"586","coelemu ","sí","kawaskar","hombre",289814
"587","san nicolás ","sí","kawaskar","hombre",201718
"588","gorbea ","sí","kawaskar","hombre",777285
"589","osorno ","sí","kawaskar","hombre",140080
"590","aisén ","sí","kawaskar","hombre",47386
"591","chile chico ","sí","kawaskar","hombre",212543.5
"592","porvenir ","sí","kawaskar","hombre",258559
"593","natales ","sí","kawaskar","hombre",273350
"594","buin ","sí","kawaskar","hombre",197600
"595","tierra amarilla ","sí","yagan","hombre",383023
"596","padre las casas ","sí","yagan","hombre",244342
"597","osorno ","sí","yagan","hombre",10100
"598","cisnes ","sí","yagan","hombre",395200
"599","cabo de hornos ","sí","yagan","hombre",631066.5
"600","osorno ","no","yagan","hombre",64083
"601","iquique ","sí","diaguita","hombre",88954
"602","antofagasta ","sí","diaguita","hombre",NA
"603","taltal ","sí","diaguita","hombre",569766.5
"604","tocopilla ","sí","diaguita","hombre",NA
"605","copiapó ","sí","diaguita","hombre",347266.333333333
"606","caldera ","sí","diaguita","hombre",318150
"607","tierra amarilla ","sí","diaguita","hombre",385820
"608","vallenar ","sí","diaguita","hombre",251797.923076923
"609","alto del carmen ","sí","diaguita","hombre",446234.23255814
"610","freirina ","sí","diaguita","hombre",99217
"611","huasco ","sí","diaguita","hombre",619645.75
"612","la higuera ","sí","diaguita","hombre",298046
"613","vicuña ","sí","diaguita","hombre",582705
"614","los vilos ","sí","diaguita","hombre",114722
"615","salamanca ","sí","diaguita","hombre",59280
"616","viña del mar ","sí","diaguita","hombre",376233
"617","san esteban ","sí","diaguita","hombre",997004
"618","quillota ","sí","diaguita","hombre",80800
"619","temuco ","sí","diaguita","hombre",NA
"620","alto del carmen ","no","diaguita","hombre",116149.142857143
"621","iquique ","sí","no pertenece a ningún pueblo indígena","hombre",393727.461883408
"622","camiña ","sí","no pertenece a ningún pueblo indígena","hombre",307337.703703704
"623","colchane ","sí","no pertenece a ningún pueblo indígena","hombre",470276.2
"624","huara ","sí","no pertenece a ningún pueblo indígena","hombre",242235.327586207
"625","pica ","sí","no pertenece a ningún pueblo indígena","hombre",374930.597938144
"626","pozo almonte ","sí","no pertenece a ningún pueblo indígena","hombre",490190.516556291
"627","alto hospicio ","sí","no pertenece a ningún pueblo indígena","hombre",273344.697183099
"628","arica ","sí","no pertenece a ningún pueblo indígena","hombre",472619.324175824
"629","camarones ","sí","no pertenece a ningún pueblo indígena","hombre",415752.195121951
"630","putre ","sí","no pertenece a ningún pueblo indígena","hombre",472697.958333333
"631","general lagos ","sí","no pertenece a ningún pueblo indígena","hombre",695350
"632","antofagasta ","sí","no pertenece a ningún pueblo indígena","hombre",442856.713178295
"633","mejillones ","sí","no pertenece a ningún pueblo indígena","hombre",454864.613861386
"634","sierra gorda ","sí","no pertenece a ningún pueblo indígena","hombre",461767.307692308
"635","taltal ","sí","no pertenece a ningún pueblo indígena","hombre",557141.520710059
"636","calama ","sí","no pertenece a ningún pueblo indígena","hombre",755230.809782609
"637","ollague ","sí","no pertenece a ningún pueblo indígena","hombre",695575.058823529
"638","san pedro de atacama ","sí","no pertenece a ningún pueblo indígena","hombre",551304.746031746
"639","tocopilla ","sí","no pertenece a ningún pueblo indígena","hombre",342550.366492147
"640","maría elena ","sí","no pertenece a ningún pueblo indígena","hombre",441689.43258427
"641","copiapó ","sí","no pertenece a ningún pueblo indígena","hombre",481149.009803922
"642","caldera ","sí","no pertenece a ningún pueblo indígena","hombre",381887.568306011
"643","tierra amarilla ","sí","no pertenece a ningún pueblo indígena","hombre",428641.326203209
"644","chañaral ","sí","no pertenece a ningún pueblo indígena","hombre",421249.085365854
"645","diego de almagro ","sí","no pertenece a ningún pueblo indígena","hombre",550612.286549708
"646","vallenar ","sí","no pertenece a ningún pueblo indígena","hombre",429302.328888889
"647","alto del carmen ","sí","no pertenece a ningún pueblo indígena","hombre",274878.748427673
"648","freirina ","sí","no pertenece a ningún pueblo indígena","hombre",346348.038461538
"649","huasco ","sí","no pertenece a ningún pueblo indígena","hombre",383312.827956989
"650","la serena ","sí","no pertenece a ningún pueblo indígena","hombre",542748.948113208
"651","coquimbo ","sí","no pertenece a ningún pueblo indígena","hombre",330163.307692308
"652","andacollo ","sí","no pertenece a ningún pueblo indígena","hombre",267549.151162791
"653","la higuera ","sí","no pertenece a ningún pueblo indígena","hombre",314842.987179487
"654","paihuano ","sí","no pertenece a ningún pueblo indígena","hombre",248706.703947368
"655","vicuña ","sí","no pertenece a ningún pueblo indígena","hombre",267285.829411765
"656","illapel ","sí","no pertenece a ningún pueblo indígena","hombre",294407.876404494
"657","canela ","sí","no pertenece a ningún pueblo indígena","hombre",209032.9765625
"658","los vilos ","sí","no pertenece a ningún pueblo indígena","hombre",290779.37037037
"659","salamanca ","sí","no pertenece a ningún pueblo indígena","hombre",318454.929487179
"660","ovalle ","sí","no pertenece a ningún pueblo indígena","hombre",241154.24375
"661","combarbalá ","sí","no pertenece a ningún pueblo indígena","hombre",272199.336448598
"662","monte patria ","sí","no pertenece a ningún pueblo indígena","hombre",226180.325757576
"663","punitaqui ","sí","no pertenece a ningún pueblo indígena","hombre",190897.975
"664","río hurtado ","sí","no pertenece a ningún pueblo indígena","hombre",214139.458333333
"665","valparaíso ","sí","no pertenece a ningún pueblo indígena","hombre",397634.708
"666","casablanca ","sí","no pertenece a ningún pueblo indígena","hombre",380354.119205298
"667","concón ","sí","no pertenece a ningún pueblo indígena","hombre",744436.593103448
"668","puchuncaví ","sí","no pertenece a ningún pueblo indígena","hombre",269550.507042254
"669","quilpué ","sí","no pertenece a ningún pueblo indígena","hombre",397595.754901961
"670","quintero ","sí","no pertenece a ningún pueblo indígena","hombre",322528.364285714
"671","villa alemana ","sí","no pertenece a ningún pueblo indígena","hombre",402927.915555556
"672","viña del mar ","sí","no pertenece a ningún pueblo indígena","hombre",336406.154506438
"673","los andes ","sí","no pertenece a ningún pueblo indígena","hombre",488992.722891566
"674","calle larga ","sí","no pertenece a ningún pueblo indígena","hombre",246078.160493827
"675","rinconada ","sí","no pertenece a ningún pueblo indígena","hombre",291538.031055901
"676","san esteban ","sí","no pertenece a ningún pueblo indígena","hombre",334805.560240964
"677","la ligua ","sí","no pertenece a ningún pueblo indígena","hombre",299558.431654676
"678","cabildo ","sí","no pertenece a ningún pueblo indígena","hombre",338703.15483871
"679","papudo ","sí","no pertenece a ningún pueblo indígena","hombre",282564.869565217
"680","petorca ","sí","no pertenece a ningún pueblo indígena","hombre",272030.506944444
"681","zapallar ","sí","no pertenece a ningún pueblo indígena","hombre",385155.640243902
"682","quillota ","sí","no pertenece a ningún pueblo indígena","hombre",304120.602941176
"683","la calera ","sí","no pertenece a ningún pueblo indígena","hombre",320000.853211009
"684","hijuelas ","sí","no pertenece a ningún pueblo indígena","hombre",323124.670807453
"685","la cruz ","sí","no pertenece a ningún pueblo indígena","hombre",327492.071428571
"686","limache ","sí","no pertenece a ningún pueblo indígena","hombre",246467.177142857
"687","nogales ","sí","no pertenece a ningún pueblo indígena","hombre",319358.355191257
"688","olmué ","sí","no pertenece a ningún pueblo indígena","hombre",230353.909638554
"689","san antonio ","sí","no pertenece a ningún pueblo indígena","hombre",257265.432692308
"690","algarrobo ","sí","no pertenece a ningún pueblo indígena","hombre",327784.374100719
"691","cartagena ","sí","no pertenece a ningún pueblo indígena","hombre",365934.081081081
"692","el quisco ","sí","no pertenece a ningún pueblo indígena","hombre",338714
"693","el tabo ","sí","no pertenece a ningún pueblo indígena","hombre",276885.523364486
"694","santo domingo ","sí","no pertenece a ningún pueblo indígena","hombre",752625.941860465
"695","san felipe ","sí","no pertenece a ningún pueblo indígena","hombre",348778.497175141
"696","catemu ","sí","no pertenece a ningún pueblo indígena","hombre",245299.970588235
"697","llay llay ","sí","no pertenece a ningún pueblo indígena","hombre",268930.716981132
"698","panquehue ","sí","no pertenece a ningún pueblo indígena","hombre",264012.712418301
"699","putaendo ","sí","no pertenece a ningún pueblo indígena","hombre",239067.930555556
"700","santa maría ","sí","no pertenece a ningún pueblo indígena","hombre",307975.589285714
"701","rancagua ","sí","no pertenece a ningún pueblo indígena","hombre",469760.126760563
"702","codegua ","sí","no pertenece a ningún pueblo indígena","hombre",263645.403409091
"703","coinco ","sí","no pertenece a ningún pueblo indígena","hombre",344531.406593407
"704","coltauco ","sí","no pertenece a ningún pueblo indígena","hombre",335895.301282051
"705","doñihue ","sí","no pertenece a ningún pueblo indígena","hombre",323383.203488372
"706","graneros ","sí","no pertenece a ningún pueblo indígena","hombre",243950.487804878
"707","las cabras ","sí","no pertenece a ningún pueblo indígena","hombre",242496.779411765
"708","machalí ","sí","no pertenece a ningún pueblo indígena","hombre",386538.646067416
"709","malloa ","sí","no pertenece a ningún pueblo indígena","hombre",264139.191780822
"710","mostazal ","sí","no pertenece a ningún pueblo indígena","hombre",289618.159763314
"711","olivar ","sí","no pertenece a ningún pueblo indígena","hombre",421894.161490683
"712","peumo ","sí","no pertenece a ningún pueblo indígena","hombre",295513.856321839
"713","pichidegua ","sí","no pertenece a ningún pueblo indígena","hombre",184451.808510638
"714","quinta de tilcoco ","sí","no pertenece a ningún pueblo indígena","hombre",268699.392638037
"715","rengo ","sí","no pertenece a ningún pueblo indígena","hombre",269902.12568306
"716","requínoa ","sí","no pertenece a ningún pueblo indígena","hombre",253733.727810651
"717","san vicente ","sí","no pertenece a ningún pueblo indígena","hombre",206158.048611111
"718","pichilemu ","sí","no pertenece a ningún pueblo indígena","hombre",311525.861313869
"719","la estrella ","sí","no pertenece a ningún pueblo indígena","hombre",270831.893081761
"720","litueche ","sí","no pertenece a ningún pueblo indígena","hombre",208644.683098592
"721","marchihue ","sí","no pertenece a ningún pueblo indígena","hombre",200551.851851852
"722","navidad ","sí","no pertenece a ningún pueblo indígena","hombre",198669.923611111
"723","paredones ","sí","no pertenece a ningún pueblo indígena","hombre",300583.947368421
"724","san fernando ","sí","no pertenece a ningún pueblo indígena","hombre",344334.711340206
"725","chépica ","sí","no pertenece a ningún pueblo indígena","hombre",302434.24025974
"726","chimbarongo ","sí","no pertenece a ningún pueblo indígena","hombre",292284.105882353
"727","lolol ","sí","no pertenece a ningún pueblo indígena","hombre",218962.547619048
"728","nancagua ","sí","no pertenece a ningún pueblo indígena","hombre",316683.496644295
"729","palmilla ","sí","no pertenece a ningún pueblo indígena","hombre",204901.385093168
"730","peralillo ","sí","no pertenece a ningún pueblo indígena","hombre",230295.196202532
"731","placilla ","sí","no pertenece a ningún pueblo indígena","hombre",280411.488888889
"732","pumanque ","sí","no pertenece a ningún pueblo indígena","hombre",160887.072463768
"733","santa cruz ","sí","no pertenece a ningún pueblo indígena","hombre",291497.956521739
"734","talca ","sí","no pertenece a ningún pueblo indígena","hombre",315365.616071429
"735","constitución ","sí","no pertenece a ningún pueblo indígena","hombre",283648.361904762
"736","curepto ","sí","no pertenece a ningún pueblo indígena","hombre",218038.387096774
"737","empedrado ","sí","no pertenece a ningún pueblo indígena","hombre",253857.369863014
"738","maule ","sí","no pertenece a ningún pueblo indígena","hombre",224800.86631016
